reference,student,label
"If C burns out, then A and B are still in a closed path with the battery.",Bulb B and bulb A are still contained in a closed path with the battery.,correct
"If C burns out, then A and B are still in a closed path with the battery.",Bulb c is on a seperate pathway from A and b which are still connected to the battery.,incorrect
"If C burns out, then A and B are still in a closed path with the battery.","C does not effect the others, their paths are still closed",correct
"If C burns out, then A and B are still in a closed path with the battery.",seperate paths connected to the battery,incorrect
"If C burns out, then A and B are still in a closed path with the battery.",Bulbs A and B will still be contained in a closed path with the battery.,correct
"If C burns out, then A and B are still in a closed path with the battery.",bulbs A and B are still in a closed path.,correct
"If C burns out, then A and B are still in a closed path with the battery.",they will still have direct contained path,incorrect
"If C burns out, then A and B are still in a closed path with the battery.",they are still on a closed path with the battery,correct
If C burns out then A and B are still in a closed path with the battery,because bulb a and b are still contained within a closed path with the battery,correct
If C burns out then A and B are still in a closed path with the battery,"there is a closed path that contains the battery, bulb b, and bulb a",correct
If C burns out then A and B are still in a closed path with the battery,because they are both still contained in a closed path with the battery,correct
If C burns out then A and B are still in a closed path with the battery,bulbs a and b are still contained in a closed path with the battery.,correct
If C burns out then A and B are still in a closed path with the battery,because bulbs a and b are in a closed path with the battery,correct
If C burns out then A and B are still in a closed path with the battery,"If bulb C is damaged, then bulb B and bulb A are still contained in a closed path with the battery.",correct
If C burns out then A and B are still in a closed path with the battery,bulb c is not in the same path of bulb a and b.,correct
